"idRefaccion","idClasificacion","pieza","modelo","unidad","costo","ultimo_costo","inventario_inicial","inventario_actual","equipo_armado_refacciones","inventario_fisico","faltante","rutaImagen","notas","estado","codigo","nombreCorto"
158,1,DISPENSADOR DE AGUA FRÍA - CALIENTE - PARA GARRAFON,HERESLDB-08L,"1",,,,,,,,,AQUAMX,0,"010-001",
159,18,"CODO CM 1/4"" A RM 1/4"" - PLASTICO","1002","1",,,,,,,,,HDF-FE0404 CODIGO HIDROGREEN,0,"001-002",
160,14,"TEE 2CM 1/4"" A TO 1/4"" - TIPO CODO PLASTICO","1006","1",,,,,,,,,HDF-SRT0404 CODIGO HIDROGREEN,0,"001-033",
161,16,"REGULADOR RS - 1410, 1410 VA/700 WATSS","1410",pieza,,,,,,,,,"",0,,
162,49,ACIDO CITRICO,"","",,,,,,,,,SIRVE PARA LAVAR LAS MEMBRANAS CUANDO TIENEN SARRO,0,,
163,55,REPUESTO PARA CUTTER CUT-6 Y CUT-6X BLISTER 10PZA,"",pieza,,,,,,,,,"",0,,
164,55,BASE BIPIN T8 G13 SOCKET LAMPARA,"",pieza,,,,,,,,,"",0,,
165,16,"REDUCTOR CONECTOR RH 1/2"" A RM 1"" - PVC",UNION,"1",,,,,,,,,"",0,,
166,57,"CONECTOR 2RM 1/4"" - PLASTICO","","1",,,,,,,,,"",0,"001-058",
167,11,"VALVULA ESFERA CM 3/8"" A RH 1/2"" A RM 1/2"" - PLASTICO","3 VIAS","1",,,,,,,,,"",0,"001-044",
168,11,"VALVULA ESFERA 2CM 1/4"" - PLASTICO","2 VIAS","1",,,,,,,,,HDF-BVI04 CODIGO HIDROGREEN,0,"001-040",
169,12,BOMBA DE AGUA MINI DIAFRAGMA DE 12V,"385HPC-9","1",,,,,,,,,"Minibomba de diafragma transparente para acuario, bomba de vacío de alta temperatura, 385HPC-9, CC de 12V",0,"003-001",
170,34,FUENTE DE ALIMENTACION 110V A 12V - 2A,"12V2A","1",,,,,,,,,"Adaptador de corriente Universal para tiras de luz LED, fuente de alimentación de CA 110-240V, cc 12V 2.5A",0,,
171,6,TORNILLO BOTON ALLEN INOX METRICA M5X25,M5,pieza,,,,,,,,,TORNILLO REDONDO DE ACERO,0,,
172,7,TUERCA DE SEGURIDAD INOX M4,M4,pieza,,,,,,,,,TUERCA DE BLOQUEO DE NAILON,0,,
173,7,TUERCA DE SEGURIDAD INOX M5,M5,pieza,,,,,,,,,TUERCA DE BLOQUEO DE NAILON,0,,
174,7,TUERCA DE SEGURIDAD INOX M3,M3,pieza,,,,,,,,,TUERCA DE BLOQUEO DE NAILON,0,,
175,6,TORNILLO BOTON ALLEN INOX METRICA M5X20,M5,pieza,,,,,,,,,"",0,,
176,6,TORNILLO BOTON ALLEN INOX METRICA M4X20,M4,pieza,,,,,,,,,"",0,,
177,6,TORNILLO BOTON ALLEN INOX METRICA M5X14,M5,pieza,,,,,,,,,"",0,,
178,6,TORNILLO BOTON ALLEN INOX METRICA M4X25,M4,pieza,,,,,,,,,"",0,,
179,6,TORNILLO BOTON ALLEN INOX METRICA M4X14,M4,pieza,,,,,,,,,"",0,,
180,18,"CODO CM 1/4"" A RME 1/8"" - PLASTICO","2 VIAS","1",,,,,,,,,HDF-FE0402 CODIGO HIDROGREEN,0,"001-003",
181,58,CUBIERTA DE PRESION DE BOMBA 100GDP,CORONAWATER,pieza,,,,,,,,,"Juego de cubierta de presión de bomba de refuerzo RO, conjunto de filtro de agua y repuesto",0,,
182,4,CONECTOR DE CABLE TIPO PALA HEMBRA DESNUDO 6.3MM AWG 16-20,"6.3MM","1",,,,,,,,,"Conectores de cable de interruptor, terminales de crimpado, terminales de pala con mangas aislantes transparentes, resorte de enchufe, 2,8mm, 4,8mm, 6,3mm, 16A",0,"002-046",
183,4,CAPUCHON MEDIANO PONCHA CABLE,CE2,"1",,,,,,,,,"Realmente 100 Uds. CE1 CE2 CE5, tapas de crimpado de extremo cerrado, juego de terminales de Cable eléctrico, conectores AWG 12-10 16-14 22-16",0,"002-051",
184,4,CAPUCHON PEQUEÑO PONCHA CABLE,CE1,"1",,,,,,,,,"Realmente 100 Uds. CE1 CE2 CE5, tapas de crimpado de extremo cerrado, juego de terminales de Cable eléctrico, conectores AWG 12-10 16-14 22-16",0,"002-050",
185,59,BATERIA DE POLIMERO DE LITIO 1.2V 80MaH,Ni-MH 80H,"1",,,,,,,,,"Batería de polímero de litio Ni-MH li-po, pila de botón recargable con pines de soldadura, 1,2 V, 80mAh, SE UTILIZA PARA LOS TEMPORIZADORES
https://es.aliexpress.com/item/4000854815977.html?spm=a2g0o.order_list.order_list_main.1005.7a7e194dSKy9j6&gatewayA",0,,
186,4,TERMINAL DUPONT HEMBRA 2.54MM,"","1",,,,,,,,,"Dupont-Kit de terminales de prensado de conector macho y hembra, carcasa de conector de 2,54mm, Cable de puente, Kit de bricolaje",0,"002-042",
187,4,TERMINAL DUPONT MACHO 2.54MM,"","1",,,,,,,,,"Dupont-Kit de terminales de prensado de conector macho y hembra, carcasa de conector de 2,54mm, Cable de puente, Kit de bricolaje",0,"",
188,4,CONECTOR DE CABLE TIPO PALA HEMBRA DESNUDO 2.8MM AWG 16-22,"2.8MM","1",,,,,,,,,https://es.aliexpress.com/item/1005005529682088.html?spm=a2g0o.order_list.order_list_main.94.21ef194dh1kn9u&gatewayAdapt=glo2esp,0,"002-070",
189,4,CONECTOR DE CABLE TIPO PALA HEMBRA DESNUDO 4.8MM AWG 16-20,"4.8MM","1",,,,,,,,,"",0,"002-045",
190,39,CINTILLA 4*150,"",pieza,,,,,,,,,"BRIDA DE NAILON, FLEJE",0,,
191,39,CINTILLA 3*80,"",pieza,,,,,,,,,"BRIDA DE NAILON, FLEJE",0,,
192,39,CINTILLA 5*300,"",pieza,,,,,,,,,"BRIDA DE NAILON, FLEJE",0,,
193,33,CAJA DE PLASTICO ORGANIZADOR MULTIFUNCIONAL,"",pieza,,,,,,,,,"Caja de Herramientas portátil para señuelos, organizador multifuncional de doble capa, gran capacidad, piezas de mantenimiento, almacenamiento de cebo",0,,
194,6,TORNILLO PLANO AVELLANADO ALLEN INOX M3X4,M3X4MM,pieza,,,,,,,,,"",0,,
195,6,TORNILLO BOTON ALLEN INOX METRICA M3X8,M3X8MM,pieza,,,,,,,,,"",0,,
196,6,TORNILLO BOTON ALLEN INOX METRICA M3X12,M3X12MM,"1",,,,,,,,,"",0,,
197,6,TORNILLO BOTON ALLEN INOX METRICA M3X14,M3X14MM,"1",,,,,,,,,"",0,,
198,20,"GRIFO TIPO PALANCA AGUA TEMPLADA RM 1/2""",AQUAMX,"1",,,,,,,,,"Dispensador de agua de plástico, grifo de alambre, diámetro, Gebotteld, grifo, grúa, Bibcocks, 1 ud.
https://es.aliexpress.com/item/1005003575386904.html?spm=a2g0o.order_list.order_list_main.743.7a7e194dSKy9j6&gatewayAdapt=glo2esp",0,"001-037",
199,20,GRIFO TIPO PALANCA AGUA FRIA AQUAMX,"",pieza,,,,,,,,,"Dispensador de agua de plástico, grifo de alambre, diámetro, Gebotteld, grifo, grúa, Bibcocks, 1 ud.
https://es.aliexpress.com/item/1005003575386904.html?spm=a2g0o.order_list.order_list_main.743.7a7e194dSKy9j6&gatewayAdapt=glo2esp",0,,
200,20,GRIFO TIPO PALANCA AGUA CLIENTE AQUAMX,"",pieza,,,,,,,,,"Dispensador de agua de plástico, grifo de alambre, diámetro, Gebotteld, grifo, grúa, Bibcocks, 1 ud.
https://es.aliexpress.com/item/1005003575386904.html?spm=a2g0o.order_list.order_list_main.743.7a7e194dSKy9j6&gatewayAdapt=glo2esp",0,,
201,18,"CODO CM 1/4"" A RME 3/8"" - PLASTICO","2 VIAS","1",,,,,,,,,"",0,"001-006",
202,4,CONECTOR DE CABLE 2 ENTRADAS TIPO U MISMA LINEA,TIPO U,pieza,,,,,,,,,CONCETOR RAPIDO DE CABLE,0,,
203,4,CONECTOR DE CABLE 3 ENTRADAS TIPO U MISMA LINEA,TIPO U,pieza,,,,,,,,,CONECTOR RAPIDO,0,,
204,4,CONECTOR DE CABLE 4 ENTRADAS TIPO U MISMA LINEA,TIPO U,pieza,,,,,,,,,CONECTOR RAPIDO,0,,
205,4,CONECTOR DE CABLE 5 ENTRADAS TIPO U MISMA LINEA,TIPO U,pieza,,,,,,,,,CONECTOR RAPIDO,0,,
206,4,CONECTOR DE CABLE 2 ENTRADAS TIPO PUSH-IN 2 LINEAS DE SALIDA POR ENTRADA,D2-4,"1",,,,,,,,,CONECTOR RAPIDO,0,"002-009",
207,4,CONECTOR DE CABLE 3 ENTRADAS TIPO PUSH-IN 2 LINEAS DE SALIDA POR ENTRADA,D3-6,"1",,,,,,,,,CONECTOR RAPIDO,0,,
208,4,CONECTOR DE CABLE 4 ENTRADAS TIPO PUSH-IN DIFERENTE LINEAS,LINEAL,"1",,,,,,,,,CONECTOR RAPIDO,0,"002-017",
209,4,CONECTOR DE CABLE 1 ENTRADA TIPO PUSH-IN 1 SALIDA POR ENTRADA,LINEAL - D1-1TO,"1",,,,,,,,,CONECTOR RAPIDO,0,,
210,60,PELACABLES O CORTA MANGUERA REDONDO ,ICP-240,pieza,,,,,,,,,"",0,,
211,6,TORNILLO BOTON ALLEN INOX METRICA M3X4,M3X4MM,pieza,,,,,,,,,"",0,,
212,6,TORNILLO BOTON ALLEN INOX METRICA M3X5,M3X5MM,pieza,,,,,,,,,"",0,,
213,11,"VALVULA ESFERA CM 1/4"" A RH 1/2"" A RM 1/2"" - PLASTICO","3 VIAS (4)","1",,,,,,,,,"",0,"001-041",
214,16,"REDUCTOR DE FLUJO 2CM 1/4"" DE 200CC","2000CC","1",,,,,,,,,https://es.aliexpress.com/item/100500 2840419453.html?spm=a2g0o.order_detail.order_detail_item.3.643a39d3bRjKBl&gatewayAdapt=glo2esp,0,,
215,16,"REDUCTOR DE FLUJO 2CM 1/4"" DE 150CC",REDUCTOR DE FLUJO,"1",,,,,,,,,https://es.aliexpress.com/item/100500 2840419453.html?spm=a2g0o.order_detail.order_detail_item.3.643a39d3bRjKBl&gatewayAdapt=glo2esp,0,,
216,16,"REDUCTOR DE FLUJO 2CM 1/4"" DE 350CC","3500CC","1",,,,,,,,,https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.503.7a7e194dSKy9j6&orderId=8166982971915926,0,,
217,16,"REDUCTOR DE FLUJO 2CM 1/4"" DE 650CC","650CC","1",,,,,,,,,https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.503.7a7e194dSKy9j6&orderId=8166982971915926,0,"001-085",
218,16,"REDUCTOR DE FLUJO 2CM 1/4"" DE 800 CC",REDUCTOR DE FLUJO,"1",,,,,,,,,"https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.503.7a7e194dSKy9j6&orderId=8166982971915926
REGULADOR, 2CM= ENTRADA Y SALIDA CONEXION MANGUERA, CC=CENTIMETROS CUBICOS",0,"001-084",
219,49,DESCALCIFICADOR ALT-SOF - PASTILLAS,ALT-SOF,"1",,,,,,,,,MODELO DESCONTINUADO,0,"006-007",
220,10,REPUESTO DESCALCIFICADOR WHT-P003 WHELTON,WHT-P003,"1",,,,,,,,,PRODUCTO DADO DE BAJA POR EL PROVEEDOR,0,"006-005",
221,18,"CODO CM 3/8"" A RM 3/8"" - PLASTICO","2 VIAS","1",,,,,,,,,"https://es.aliexpress.com/item/1005004165031446.html?spm=a2g0o.order_detail.order_detail_item.3.5da339d3FgrI2D&gatewayAdapt=glo2esp
HDF-FE0606 CODIGO HIDROGREEN",0,,
222,18,"CODO CM 1/4"" A RME 3/8"" -PLASTICO","","1",,,,,,,,,"CM=CONEXION MANGUERA, RME=ROSCA MACHO CON EMPAQUE
https://es.aliexpress.com/item/1005004165031446.html?spm=a2g0o.order_detail.order_detail_item.3.5da339d3FgrI2D&gatewayAdapt=glo2esp",0,"",
223,18,"CODO CM 3/8"" A RM 1/4"" - PLASTICO","","1",,,,,,,,,"https://es.aliexpress.com/item/1005004165031446.html?spm=a2g0o.order_detail.order_detail_item.3.5da339d3FgrI2D&gatewayAdapt=glo2esp
HDF-FE0604 CODIGO HIDROGREEN",0,"001-018",
224,15,VALVULA DE CONTROL DE FLUJO OZONO UNA ENTRADA 2 SALIDA - METAL,"3 VIAS","1",,,,,,,,,"",0,"002-043",
225,15,VALVULA DE CONTROL DE FLUJO OZONO UNA ENTRADA 2 SALIDA - PLASTICO,"","1",,,,,,,,,https://es.aliexpress.com/item/1005004742656777.html?spm=a2g0o.order_detail.order_detail_item.2.5bba39d3oyszpD&gatewayAdapt=glo2esp,0,"002-041",
226,10,PRE FILTRO 40 MICRONES PRE-AUTO2,"","1",,,,,,,,,https://es.aliexpress.com/item/100500 2995121624.html?spm=a2g0o.order_detail.order_detail_item.3.243139d3Urw2hV&gatewayAdapt=glo2esp,0,,
227,10,REPUESTO PRE FILTRO AL-PRE1,AL-PRE1,"1",,,,,,,,,https://es.aliexpress.com/item/100500 2561610681.html?spm=a2g0o.store_pc_groupList.8148356.21.4b695305C0sDgB&pdp_npi=3%40dis%21MXN%21682.57%20MXN%24%21477.80%20MXN%24%21%21%21%21%21%40211b88f016934219164618997e1e0c%2112000021157860659%21sh%21MX%2119584259,0,,
228,10,PRE FILTRO 40 MICRONES OSWNKW-03,OSWNKW-03,"1",,,,,,,,,https://es.aliexpress.com/item/1005005007876973.html?spm=a2g0o.order_detail.order_detail_item.3.bea639d3xFM7cP&gatewayAdapt=glo2esp,0,,
229,50,"SISTEMA OSMOSIS INVERSA 1600 GPD CON PANTALLA INDICADORA, 5 FILTROS + LUZ UV","800-GDP","1",,,,,,,,,https://es.aliexpress.com/item/1005005625581753.html?spm=a2g0o.order_detail.order_detail_item.3.6ac839d3foKKWg&gatewayAdapt=glo2esp,0,,
230,55,CORREA DE AMARRE DE CARGA DE ACERO ( 2 METROS ),"","",,,,,,,,,"Correa de amarre de carga de acero, trinquete de amarre con hebilla de leva, correa de poliéster.
https://es.aliexpress.com/item/32838668423.html?spm=a2g0o.order_detail.order_detail_item.3.361139d35gaXWM&gatewayAdapt=glo2esp",0,,
231,55,CORREA DE AMARRE DE CARGA DE ACERO (5 METROS),"5 METROS","1",,,,,,,,,"Correa de amarre de carga de acero, trinquete de amarre con hebilla de leva, correa de poliéster.
https://es.aliexpress.com/item/32838668423.html?spm=a2g0o.order_list.order_list_main.335.7a7e194dSKy9j6&gatewayAdapt=glo2esp",0,,
232,55,"MONITOR DE CALIDAD DEL AGUA TDS 2CM 1/4""","","",,,,,,,,,https://es.aliexpress.com/item/1005005790364401.html?spm=a2g0o.order_detail.order_detail_item.5.6f9839d3osTalY&gatewayAdapt=glo2esp,0,,
233,16,"CONECTOR CM 1/4"" A RM 1/2"" - PLASTICO","2 VIAS","1",,,,,,,,,"NIPLE ROSCADO Niple Fitting de 1/4"" x 1/2"" Rosca Exterior SERVIMATIC",0,"",
234,62,"SWITCH DE ALTA PRESION 2CM 3/8""",SENSOR ALTA PRESION,"1",,,,,,,,,"INTERRUPTOR DE ALTA PRESION, 2CM= 2 ENTRADAS DE CONEXION MANGUERA, Interruptor de alta presión para tanque de agua OD, sistema de ósmosis inversa con Terminal de crimpado, conexión de manguera normalmente cerrada, 1/4 "", 1 polo
Purificador de agua de 9,5 ",0,"002-014",
235,8,"MANGUERA 1/4"" ROJA DRENAJE - PE ","608274","3",,,,,,,,,"",0,"008-002",
236,55,VALVULA DE BOLA DE CONTROL DE NIVEL DE AGUA - DISPENSADOR,"","1",,,,,,,,,FLOTADOR,0,,
237,42,"SOLENOIDE 24V DC CM 3/8""","","1",,,,,,,,,ELECTROVALVUILA,0,"002-033",
238,10,"PRE FILTRO MICRO 40 MICRONES 2CM 1/4""","","1",,,,,,,,,"",0,"001-093",
239,10,"PRE FILTRO MICRO 40 MICRONES CM 3/8""","","1",,,,,,,,,"",0,"001-095",
240,11,"VALVULA ESFERA 2CM 3/8"" - PLASTICO","2 VIAS","1",,,,,,,,,"",0,"001-042",
241,14,"TEE 2CM 3/8"" A TO 3/8"" - TIPO CODO PLASTICO","3 VIAS","1",,,,,,,,,"",0,"001-029",
242,18,"CODO CM 3/8"" A TO 3/8"" - PLASTICO",HDF-PE0606,"1",,,,,,,,,HDF-PE0606 CODIGO HIDROGREEN,0,"001-016",
243,62,"SWITCH DE BAJA PRESION 2CM 3/8""",SENSOR DE PRESION,"1",,,,,,,,,"",0,"002-020",
244,19,"CONECTOR CM 1/4"" A TO 3/8"" - LINEAL PLASTICO",HDF-SC0604,"1",,,,,,,,,HDF-SC0604 CODIGO HIDROGREEN,0,"001-099",
245,19,"CONECTOR CM 3/8"" A TO 1/4"" LINEAL - PLASTICO","","1",,,,,,,,,"CONECTOR TO 1/4"" A CM 3/8"" LINEAL - PLASTICO",0,"001-097",
246,62,BOTON o PULSADOR MOMENTANEO DE 22mm 1no1nc 10A,"1no1nc","1",,,,,,,,,"Interruptor de botón de metal de 22mm, pulsador de cabeza plana 1no1nc, 10A, momentáneo con conector, actividades por tiempo limitado",0,,
247,63,RELE DE 1 CANAL DE 24V,"","1",,,,,,,,,"Módulo de relé de 1 canal, 5V, 9V, 12V, 24V, Escudo de placa con optoacoplador, soporte de módulo de relé de 12V, disparador de nivel alto y bajo",0,"002-035",
248,32,SENSOR CAPACITIVO RECTANGULAR 24V ,XKC-Y26-NPN-24V,"1",,,,,,,,,INTERRUTOR,0,"002-036",
249,12,BOMBA DE AGUA 400GDP 24VDC,"607667","1",,,,,,,,,"",0,"003-008",
250,55,PORTA FUSIBLE DE CARTUCHO TIPO AMERICANO,"","1",,,,,,,,,"",0,"002-011",
251,65,FUSIBLE 1A - 6.30mm,"1A-6.30MM","1",,,,,,,,,FUSIBLE DE VIDRIO,0,"002-039",
252,62,SWITCH O INTERRUPTOR REDONDO ENCENDIDO Y APAGADO,"2Pin redlight ON-OFF","1",,,,,,,,,"BALANCIN, Interruptor basculante redondo de encendido/apagado para salpicadero de coche, iluminación LED, 12V, 24V/6A, 250V/10A, 125V, 2/3/4 Pines, 20MM, 1 unidad. https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.78.2723",0,,
253,4,CONECTOR DE CABLE 2 ENTRADAS TIPO PUSH-IN 3 LINEAS DE SALIDA POR ENTRADA,D2-6,"1",,,,,,,,,"MINI conectores de Cable compacto Universal rápido, empalme de resorte, bloque de terminales de cableado Push-in, conexión de Cable eléctrico doméstico",0,"002-006",
254,55,RONDANA o ARANDELA NEGRA M5,"","",,,,,,,,,"Arandela plana de acero al carbono 8,8 de grado negro, almohadilla de junta lisa, 5/50 piezas, M2, M2.5, M3, M4, M5, M6, M8, M10, M12, M14, M16, M20, M22, M24, GB97, DIN125",0,,
255,55,RONDANA o ARANDELA NEGRA M4,"","",,,,,,,,,"Arandela plana de acero al carbono 8,8 de grado negro, almohadilla de junta lisa, 5/50 piezas, M2, M2.5, M3, M4, M5, M6, M8, M10, M12, M14, M16, M20, M22, M24, GB97, DIN125",0,,
256,55,RONDANA o ARANDELA NEGRA M3,"","",,,,,,,,,"Arandela plana de acero al carbono 8,8 de grado negro, almohadilla de junta lisa, 5/50 piezas, M2, M2.5, M3, M4, M5, M6, M8, M10, M12, M14, M16, M20, M22, M24, GB97, DIN125",0,,
257,55,RONDANA o ARANDELA ACERO INOX M3x15x.8,M3x15x.8,"1",,,,,,,,,"Arandela plana grande de acero inoxidable, junta de Metal grande, M1.6, M2, M2.5, M3, M4, M5, M6, M8-M22, Din9021, 304",0,,
258,19,"CONECTOR CM 3/8"" A RM 1/2"" - LINEAL PLASTICO",HDF-MC0608,"1",,,,,,,,,"Conector de tubo de manguera de acoplamiento, 17 tipos de rosca macho y hembra, filtro de agua, piezas de ósmosis inversa, 1/4, 3/8
Conector de tubo de manguera de acoplamiento, 17 tipos de rosca macho y hembra, filtro de agua, piezas de ósmosis inversa,",0,"001-069",
259,53,"VALVULA AJUSTE FLUJO DE AGUA 2CM 1/4"" CON SEGURO","","1",,,,,,,,,"https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.164.21ef194dnAK6o9&orderId=8174491892265926
ESFERA",0,"001-051",
260,19,"CONECTOR CM 1/4"" A RHE 1/4"" - PLASTICO",CONECTOR A LLAVE GANSO,"1",,,,,,,,,Faucet Tap Connector,0,,
261,49,DESCALCIFICADOR INTERNO 10G 95% PP - PASTILLAS,YQ3521 - 95% FOF,"1",,,,,,,,,"FOF-purificador de agua de núcleo interno, Material de filtro de resistencia a la suciedad, suavizante de agua dura y escala de eliminación 10G",0,"006-001",
262,64,PORTA FUSIBLE EN LINEA EUROPEO TIPO BAYONETA O TIPO TORNILLO,AUTOMOTRIZ DE BAYONETA,"1",,,,,,,,,"Portafusibles en línea de 5 piezas, 5x20mm, 110V, 220V, tipo tornillo de soplado rápido, portafusibles de vidrio de soplado rápido con cable de 22 AWG XF30; se usa para los balastros de lampara uv.
NOMBRE EN ESTEREN: Porta fusible automotriz de bayoneta",0,"002-012",
263,65,FUSIBLE .5A - 6.30mm,.5A-6.30mm,"1",,,,,,,,,FUISIBLE DE VIDRIO,0,"002-040",
264,39,CINTILLA 2.5*200,BRIDA,"1",,,,,,,,,"Bridas de nailon de plástico para el hogar y la Oficina, cintas de sujeción autoblocantes desmontables, reutilizables",0,,
265,4,CONECTOR DE CABLE 3 ENTRADAS TIPO PUSH-IN 1 LINEA DE SALIDA POR ENTRADA D3-3M,D3-3M,"1",,,,,,,,,https://es.aliexpress.com/item/1005004354478501.html?spm=a2g0o.order_detail.order_detail_item.4.655939d3djw37G&gatewayAdapt=glo2esp,0,"002-008",
266,55,CINTA ORGANIZADORA ENROLLADORA DE CABLES O MANGUERA,Hand tearingA-5m,"3",,,,,,,,,"Organizador de cables de 2/5M, cinta enrolladora de cables, Protector de gestión de cables para auriculares, ratón, iPhone, Xiaomi, Samsung. https://es.aliexpress.com/item/1005005372644279.html?spm=a2g0o.order_detail.order_detail_item.4.2cea39d3EUNmNc&gat",0,,
267,55,ESPIRAL DE ENVOLTURA DE CABLE 12mm-BLANCO,"12mm White","3",,,,,,,,,"Manguito de Cable de envoltura en espiral de tubo de bobinado, organizador de alambre transparente/negro, tubo de funda, Protector de gestión de cinta de plástico de 4-30MM",0,,
268,55,ESPIRAL DE ENVOLTURA DE CABLE 4mm-NEGRO,"4mm black","3",,,,,,,,,"Manguito de Cable de envoltura en espiral de tubo de bobinado, organizador de alambre transparente/negro, tubo de funda, Protector de gestión de cinta de plástico de 4-30MM",0,,
269,55,ESPIRAL DE ENVOLTURA DE CABLE 14mm-BLANCO,"14mm White","3",,,,,,,,,"Manguito de Cable de envoltura en espiral de tubo de bobinado, organizador de alambre transparente/negro, tubo de funda, Protector de gestión de cinta de plástico de 4-30MM",0,,
270,4,CONECTOR DE CABLE 2 ENTRADAS TIPO PUSH-IN 1 LINEA DE SALIDA POR ENTRADA,D2-2M,"1",,,,,,,,,https://es.aliexpress.com/item/1005004354478501.html?spm=a2g0o.order_detail.order_detail_item.4.655939d3djw37G&gatewayAdapt=glo2esp,0,"002-026",
271,55,CASE o CAJA RELE DE 1 CANAL DE 5v-24V - IDM,"","1",,,,,,,,,IDM,0,"009-013",
272,55,CASE O CUBIERTA DE BOMBA DE AGUA MINI DE DIAFRAGMA 5-24V,"","1",,,,,,,,,IDM,0,,
273,19,"CODO CM 1/4"" A CM 3/8"" - PLASTICO","","1",,,,,,,,,https://es.aliexpress.com/item/32506830232.html?spm=a2g0o.order_detail.order_detail_item.5.5ebc39d3cojwLW&gatewayAdapt=glo2esp,0,"001-012",
274,19,"CONECTOR CM 3/8"" A RHE 1/2"" - PLASTICO","","1",,,,,,,,,https://es.aliexpress.com/item/32768750434.html?spm=a2g0o.order_detail.order_detail_item.7.5ebc39d3cojwLW&gatewayAdapt=glo2esp,0,"",
275,19,"CONECTOR CM 1/4"" A RHE 1/2"" - PLASTICO","","1",,,,,,,,,https://es.aliexpress.com/item/32768750434.html?spm=a2g0o.order_detail.order_detail_item.9.5ebc39d3cojwLW&gatewayAdapt=glo2esp,0,"001-070",
276,19,"CODO CM 3/8"" A TO 1/4"" - PLASTICO",HDF-PE0406,"1",,,,,,,,,"HDF-PE0406 CODIGO HIDROGREEN
https://es.aliexpress.com/item/32511233292.html?spm=a2g0o.order_detail.order_detail_item.11.5ebc39d3cojwLW&gatewayAdapt=glo2esp",0,"001-015",
277,16,"REDUCTOR DE FLUJO 2CM 1/4"" DE 1000 CC","1000CC","1",,,,,,,,,https://es.aliexpress.com/item/1005004108888280.html?spm=a2g0o.order_detail.order_detail_item.3.1d4839d3AXR22j&gatewayAdapt=glo2esp,0,"001-089",
278,66,"FILTRO DE RESINA ABLANDADOR O SUAVIZADOR 2TO 1/4"" - EN LINEA","","1",,,,,,,,,"Filtro de resina para purificador de agua doméstico, filtro de agua blanda, conexión rápida integrada, ablandamiento, Coreano
Se instala despues del tercer filtro",0,"014-001",
279,49,DESCALCIFICADOR WHT-P003 - PASTILLAS WHELTON,FOF-WHT-P003,"1",,,,,,,,,"1 nombre: Wheelton sclare la inhibición de filtro 2) modelo: WHT-P003.  3 tipo: Pre-filtro. 4 Filtro de precisión: 40 μm. 5 hilo: 1/2 pulgadas
6 flujo de agua: 1,5 T/h. 7 La temperatura del agua: 5-38 ℃. 8 Presión de agua: 0,1-0.4Mpa.",0,"006-004",
280,66,"FILTRO DE RESINA DE CARTUCHO ABLANDADOR O SUAVIZADOR DE AGUA 10"" WS-10",WS-10,"1",,,,,,,,,"Coronwater-Reemplazo de cartucho de filtro de resina de ablandamiento de agua, WS-10",0,,
281,66,"FILTRO DE RESINA DE CARTUCHO ABLANDADOR O SUAVIZADOR DE AGUA 10"" UDFR","10"" UDFR","1",,,,,,,,,https://es.aliexpress.com/item/1005005246801885.html?spm=a2g0o.order_list.order_list_main.47.44bb194ddiySh2&gatewayAdapt=glo2esp,0,"004-004",
282,10,"FILTRO RELLENABLE TRANSPARENTE 2.5""*20""","20"" UDFR","1",,,,,,,,,"https://es.aliexpress.com/item/33019141117.html?spm=a2g0o.order_list.order_list_main.42.44bb194ddiySh2&gatewayAdapt=glo2esp
FILTRO RESINA RELLENABLE TRANSPARENTE 2.5*20"" SUAVIZADOR DE AGUA.",0,"004-016",
283,67,"CARCASA DE FILTRO DE 2.5""*20"" DE 1/2"" AZUL","20"" - 1/2""","1",,,,,,,,,"Cartucho de filtro de 20 pulgadas, prefiltro azul de alto flujo, Conector de cobre de 1/2 y 3/4 pulgadas, carcasa de filtro comercial y doméstica",1,,
284,67,"CARCASA DE FILTRO DE 2.5""*20"" DE 3/4"" - AZUL","607768","1",,,,,,,,,"Cartucho de filtro de 20 pulgadas, prefiltro azul de alto flujo, Conector de cobre de 1/2 y 3/4 pulgadas, carcasa de filtro comercial y doméstica.
PORTACARTUCHO AZUL # 20 EN 3/4"", CON PURGADOR",0,"004-018",
285,68,"FILTRO DE RESINA MIXTA DEIONIZADA DE 10"" 2CM 1/4"" - EN LINEA","","1",,,,,,,,,"https://es.aliexpress.com/item/32993835906.html?spm=a2g0o.order_list.order_list_main.31.44bb194ddiySh2&gatewayAdapt=glo2esp
Sistema de ósmosis inversa RO de repuesto, 2x10 pulgadas, filtro de agua en línea DI, deionización, Cartucho de resina de cama mixt",0,"004-034",
286,32,"24V SENSOR DE DETECCION DE LIQUIDO CAPACITIVO PARA MANGUERA Y28A-24V-NO -1/4 - 3/8",XKC-Y28A 24V,"1",,,,,,,,,"Sensor de detección de nivel de líquido sin contacto, tubo pequeño de XKC-Y28A (4mm-11mm), con relé 2A incorporado de, sin salida NC",0,"",
